,gene,r hsc,p adjusted hsc,r prog,p adjusted prog,GEP 15 (DNA Replication),Benjamini-Hochberg adjusted regression p of GEP 15 vs r hsc,Bonferroni adjusted regression p of GEP 15 vs r hsc,Benjamini-Hochberg adjusted regression p of GEP 15 vs r prog,Bonferroni adjusted regression p of GEP 15 vs r prog
161,AC006548.28,-0.0951242744416056,3.588155872790611e-18,-0.0424744549562607,1.3458828685602352e-13,-0.000507222,0.9999771431101689,1.0,0.9999471363027878,1.0
162,AC006946.16,-0.0259298336771325,0.03543519543541241,-0.0198029728389792,0.0008821551795755139,-6.55e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
163,AC007040.8,-0.0285295183674996,0.019421675355747032,-0.0277866855964587,2.0631660249400376e-06,-4.78e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
164,AC007099.2,-0.0310157600323315,0.010388081859149675,-0.0266260028543864,5.662819330206406e-06,-0.000106024,0.9999771431101689,1.0,0.9999471363027878,1.0
165,AC007128.1,-0.0248681146945233,0.04446425272046886,-0.0167812078415845,0.005164850893717205,-6.51e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
166,AC007131.2,-0.0287767725578801,0.018280033150673204,-0.019557876595129,0.0010299641756056188,-9.16e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
167,AC007161.5,-0.0509081034184673,9.641735031991127e-06,-0.0196947073286401,0.0009449886393516637,-0.00021945,0.9999771431101689,1.0,0.9999471363027878,1.0
168,AC007249.3,-0.0495178783130502,1.7621911061769703e-05,-0.0310476538834523,9.596874563430993e-08,-0.000135729,0.9999771431101689,1.0,0.9999471363027878,1.0
169,AC007251.2,-0.0250283397621292,0.04305322846847809,-0.0130311347870915,0.03146117148581826,-5.68e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
170,AC007285.7,-0.0779584201173484,2.132525664096371e-12,-0.0199769980464932,0.0007900106185772441,-0.0001552,0.9999771431101689,1.0,0.9999471363027878,1.0
171,AC007317.1,-0.0390691173370951,0.0009404027824048782,-0.0191765265774428,0.0013038003487007405,-9.37e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
172,AC007319.1,-0.0281687210154804,0.021205017666026556,-0.0146148599032331,0.015464171555221945,-2.32e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
173,AC007326.10,-0.0419770486421132,0.00034416111012503295,-0.0322112243461224,2.9644378638228244e-08,-0.000175664,0.9999771431101689,1.0,0.9999471363027878,1.0
174,AC007362.3,-0.0304771563957001,0.011928805083033723,-0.0283548165128251,1.2397217472975457e-06,-9.04e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
175,AC007364.1,-0.0338418580404791,0.004791369017754224,-0.0213610928175951,0.0003169307780130626,-0.000131604,0.9999771431101689,1.0,0.9999471363027878,1.0
176,AC007381.3,-0.034730055430525,0.0036885881989527102,-0.0245149202422439,3.1595730882003816e-05,-0.000142016,0.9999771431101689,1.0,0.9999471363027878,1.0
177,AC007383.4,-0.0291807765564189,0.016572332386136715,-0.0190899859027725,0.0013748085863860703,-9.67e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
178,AC007392.3,-0.0335983681720201,0.005137915067742192,-0.0265204276924232,6.191909122097411e-06,-0.000152398,0.9999771431101689,1.0,0.9999471363027878,1.0
179,AC007392.4,-0.0409719267000223,0.0004906893310044704,-0.0224861114616643,0.00014431710646150469,-0.000141558,0.9999771431101689,1.0,0.9999471363027878,1.0
180,AC007405.6,-0.027620701151129,0.024177263115230815,-0.0135489368445121,0.02518182859207479,-4.38e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
181,AC007461.2,-0.0305516566287018,0.011700030154328198,-0.017308976885841,0.0038746127500484495,-9.16e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
182,AC007463.2,-0.0267039915025596,0.029833526098113617,-0.0227533247345913,0.00011915765970964887,-9.49e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
183,AC007491.1,-0.034422415564607,0.004046829477542528,-0.0256372601134771,1.2881056833653497e-05,-0.000109883,0.9999771431101689,1.0,0.9999471363027878,1.0
184,AC007563.3,-0.0254743809673621,0.03916063819175669,-0.0144581825200297,0.0166505752289152,-5.98e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
185,AC007682.1,-0.0401266093224602,0.0006597390365018967,-0.0222593004754614,0.00016962818510091933,-0.000131401,0.9999771431101689,1.0,0.9999471363027878,1.0
186,AC007879.4,-0.0358156277098382,0.002661971715470695,-0.0198927657741918,0.0008328474016795337,-0.000153268,0.9999771431101689,1.0,0.9999471363027878,1.0
187,AC007879.5,-0.0255525500893458,0.03847631982569267,-0.0293412464339939,4.992964593506473e-07,-0.00017463,0.9999771431101689,1.0,0.9999471363027878,1.0
188,AC007879.7,-0.0725676553826275,7.748069735763409e-11,-0.0431481311931276,5.3202287822426295e-14,-0.000184708,0.9999771431101689,1.0,0.9999471363027878,1.0
189,AC007880.1,-0.0567673443998793,6.195719936692002e-07,-0.0287203107936457,8.896996989969042e-07,-0.000208792,0.9999771431101689,1.0,0.9999471363027878,1.0
190,AC007950.2,-0.0345252413224006,0.003919673250014685,-0.0131256580829703,0.030216137428445634,-0.00011545,0.9999771431101689,1.0,0.9999471363027878,1.0
191,AC007966.1,-0.0412352539205077,0.0004480479218601952,-0.0279401951985641,1.7989715429304256e-06,-0.00014728,0.9999771431101689,1.0,0.9999471363027878,1.0
192,AC008060.7,-0.0258698796038437,0.035912661908977225,-0.0226657717221557,0.00012694320576266263,-0.000126657,0.9999771431101689,1.0,0.9999471363027878,1.0
193,AC008067.2,-0.0306310973534612,0.01147021862882091,-0.0346344018375573,2.220983190109155e-09,-0.000177269,0.9999771431101689,1.0,0.9999471363027878,1.0
194,AC008079.10,-0.0577304512177313,3.836686877260808e-07,-0.023249399480583,8.275986188664785e-05,-0.000481337,0.9999771431101689,1.0,0.9999471363027878,1.0
195,AC008103.4,-0.0418921166931464,0.00035447297823698896,-0.0158261729406465,0.008521103078123267,-0.000109097,0.9999771431101689,1.0,0.9999471363027878,1.0
196,AC008271.1,-0.0301362348575642,0.0130039422680347,-0.0272382966288533,3.3428057718924816e-06,-0.000121075,0.9999771431101689,1.0,0.9999471363027878,1.0
197,AC008522.1,-0.0414711374762931,0.00041243714704272303,-0.0250661306475809,2.0431120555921018e-05,-0.000136382,0.9999771431101689,1.0,0.9999471363027878,1.0
198,AC008592.5,-0.0282705929650414,0.020685962341670104,-0.0192877176112098,0.0012177711467177136,-6.49e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
199,AC008697.1,-0.0575521398097559,4.197710933542585e-07,-0.0411192275371011,8.346218166394581e-13,-0.000219053,0.9999771431101689,1.0,0.9999471363027878,1.0
200,AC008703.1,-0.0288709954207538,0.01785409858781092,-0.0175316378352797,0.0034265149561110582,-2.35e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
201,AC008746.12,-0.0249766737340073,0.043496896476648464,-0.0141181602031746,0.019459845015434823,-0.000138366,0.9999771431101689,1.0,0.9999471363027878,1.0
202,AC009120.10,-0.0307021990188671,0.01126878865955212,-0.0173266466348855,0.0038373191377815206,-0.000161957,0.9999771431101689,1.0,0.9999471363027878,1.0
203,AC009120.5,-0.0264787244521304,0.031400202077949656,-0.0192365326264993,0.0012573181555901353,-0.00011895,0.9999771431101689,1.0,0.9999471363027878,1.0
204,AC009229.6,-0.0254471911025713,0.0393583534107353,-0.0120182902996214,0.048002232907951775,-8.78e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
205,AC009264.1,-0.0585996666828788,2.4614154695902765e-07,-0.0433324326144842,4.117325931518427e-14,-0.000263341,0.9999771431101689,1.0,0.9999471363027878,1.0
206,AC009299.2,-0.0365733301177951,0.0021068937450565857,-0.0325729110328895,2.0377522512898238e-08,-9.86e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
207,AC009303.1,-0.0509081371713026,9.641735031991127e-06,-0.0322834817600018,2.7521906258212223e-08,-0.000122068,0.9999771431101689,1.0,0.9999471363027878,1.0
208,AC009303.2,-0.0451769316948802,0.00010382603294044587,-0.0148176812663734,0.014039929960103323,-0.000212775,0.9999771431101689,1.0,0.9999471363027878,1.0
209,AC009404.2,-0.0329773246957696,0.006113190352063516,-0.0260489114014004,9.19112234114644e-06,-0.000162947,0.9999771431101689,1.0,0.9999471363027878,1.0
210,AC009487.4,-0.052183162636655,5.44858248812746e-06,-0.0288461312279722,7.922947118418926e-07,-0.000204331,0.9999771431101689,1.0,0.9999471363027878,1.0
211,AC009501.4,-0.0272913697704856,0.02606059330247555,-0.017210310757653,0.004090609622467692,-0.000119186,0.9999771431101689,1.0,0.9999471363027878,1.0
212,AC009502.4,-0.0377101017912691,0.0014706738856566752,-0.0287967230174157,8.292238650334566e-07,-0.000135038,0.9999771431101689,1.0,0.9999471363027878,1.0
213,AC009505.2,-0.024917497418246,0.043992401833160714,-0.0275642812207604,2.5102081640959355e-06,-9.44e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
214,AC009542.2,-0.025311558064693,0.04053179505929502,-0.0288183849058966,8.129600266764858e-07,-9.35e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
215,AC009892.10,-0.039555180762912,0.0008011082615099997,-0.0314985263774529,6.126395151940802e-08,-0.000145663,0.9999771431101689,1.0,0.9999471363027878,1.0
216,AC009950.1,0.0329818052816391,0.006105426724294753,0.0187016652081449,0.0017394281475439498,6.88e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
217,AC009950.2,-0.0348379699443508,0.003573997334253861,-0.0237936734090159,5.5110818709914756e-05,-0.000153438,0.9999771431101689,1.0,0.9999471363027878,1.0
218,AC010105.1,-0.0321927232291092,0.007570597275019976,-0.0190121562637105,0.0014415173455142123,-7.92e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
219,AC010127.3,-0.0553758758367999,1.2255399781974513e-06,-0.0379695244194205,4.569858331533775e-11,-0.000234742,0.9999771431101689,1.0,0.9999471363027878,1.0
220,AC010226.4,-0.0248298348087221,0.04484374195902091,-0.0216871593652347,0.00025356832714621346,-0.000182554,0.9999771431101689,1.0,0.9999471363027878,1.0
221,AC010468.2,-0.0458987253196767,7.802285903986253e-05,-0.0436238728040114,2.743582302674962e-14,-0.000212602,0.9999771431101689,1.0,0.9999471363027878,1.0
222,AC010504.2,-0.0802153849170842,4.2956463660253523e-13,-0.0776157874249072,3.773482292497177e-43,-0.000190493,0.9999771431101689,1.0,0.9999471363027878,1.0
223,AC010731.3,-0.0297713631776322,0.014297702230677441,-0.0142168270658471,0.018610371965570673,-9.61e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
224,AC010746.3,-0.0333003433701167,0.0055861583919076495,-0.0135216268197907,0.025479374627334603,-1.07e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
225,AC010880.1,-0.0275499918115329,0.02455967046415557,-0.0163619631851142,0.006459158152249147,-4.6e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
226,AC010976.2,-0.054365815809376,1.9855706411740236e-06,-0.0497432739541911,2.791439513131143e-18,-0.000277771,0.9999771431101689,1.0,0.9999471363027878,1.0
227,AC011239.2,-0.0294375945034715,0.015536065198101023,-0.0209286689662793,0.00042367843813676697,-6.48e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
228,AC011286.1,-0.0282454839609876,0.020814444749610833,-0.0174614993661471,0.0035618835774218383,-9.15e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
229,AC011288.2,-0.0437425097664152,0.00018019979735959578,-0.024126666804573,4.272883672193222e-05,-0.000114028,0.9999771431101689,1.0,0.9999471363027878,1.0
230,AC011294.3,-0.0266297097470358,0.030351700442372218,-0.0279807277650306,1.7344514298908059e-06,-0.00012565,0.9999771431101689,1.0,0.9999471363027878,1.0
231,AC011298.2,-0.0277946628482379,0.023213583701725094,-0.0218353858833826,0.0002284931069232795,-0.000102174,0.9999771431101689,1.0,0.9999471363027878,1.0
232,AC011343.1,-0.0346381871789014,0.0037913892619132264,-0.0321686335766255,3.0970581652303205e-08,-0.000151855,0.9999771431101689,1.0,0.9999471363027878,1.0
233,AC011525.2,-0.0470596224675106,4.914352179061898e-05,-0.0267268876603127,5.199006818789649e-06,-0.000138252,0.9999771431101689,1.0,0.9999471363027878,1.0
234,AC011525.4,-0.0248070293971341,0.04503577096912925,-0.0158165797842331,0.008563006442287469,-9.43e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
235,AC011738.4,-0.0544444610869304,1.91291361187329e-06,-0.0376769125262463,6.50756178525535e-11,-0.000210115,0.9999771431101689,1.0,0.9999471363027878,1.0
236,AC011747.4,-0.0391118035214799,0.0009270574467765159,-0.0135574408091386,0.025085771831973063,-0.000233903,0.9999771431101689,1.0,0.9999471363027878,1.0
237,AC011899.10,-0.0467421449777738,5.574508613991212e-05,-0.0297403643124939,3.418589211921858e-07,-0.000157634,0.9999771431101689,1.0,0.9999471363027878,1.0
238,AC011998.1,-0.0261691049102992,0.033614311994861264,-0.0181697554479487,0.0023797306764500132,-8.83e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
239,AC012146.7,0.0534163133765699,3.0948794108553024e-06,0.0976012957466577,9.742508571691238e-68,0.000298425,0.9999771431101689,1.0,0.9999471363027878,1.0
240,AC012322.1,-0.0252563249190982,0.04100738335131207,-0.0163094470755204,0.0066394173558246665,-0.000100758,0.9999771431101689,1.0,0.9999471363027878,1.0
241,AC012354.6,-0.0352079987123304,0.0031990167386844823,-0.0324276988052862,2.369021998999275e-08,-0.000177463,0.9999771431101689,1.0,0.9999471363027878,1.0
242,AC012358.8,-0.0683810218696227,1.0611964058507112e-09,-0.0675508751899451,6.587576964607731e-33,-0.000377066,0.9999771431101689,1.0,0.9999471363027878,1.0
243,AC012370.3,-0.0410827188220164,0.0004723822847023389,-0.0256237436763456,1.3020681929502247e-05,-0.000117632,0.9999771431101689,1.0,0.9999471363027878,1.0
244,AC012456.3,-0.0288576460108226,0.01791517605833105,-0.0424466399167845,1.39761799039033e-13,-0.000192414,0.9999771431101689,1.0,0.9999471363027878,1.0
245,AC012494.1,-0.0397852350187819,0.0007414420715066861,-0.0229031615344166,0.00010684379301592854,-0.000134146,0.9999771431101689,1.0,0.9999471363027878,1.0
246,AC012506.4,-0.0339916296903908,0.004589251796347785,-0.0121956989709057,0.04468789707785496,-4.33e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
247,AC012593.1,-0.0434805853188367,0.0001987926499429609,-0.0380198530376228,4.2993585590814935e-11,-0.000248446,0.9999771431101689,1.0,0.9999471363027878,1.0
248,AC012594.1,-0.0716192900463143,1.4202771681077098e-10,-0.075481145978219,7.397760915527852e-41,-0.000440105,0.9999771431101689,1.0,0.9999471363027878,1.0
249,AC012613.2,-0.0277031107969639,0.0237077845977214,-0.0256217887668903,1.304158429342327e-05,-0.000133103,0.9999771431101689,1.0,0.9999471363027878,1.0
250,AC012668.2,-0.0309954070003107,0.010442018958323753,-0.0179345427357212,0.0027273379693123975,-0.000129296,0.9999771431101689,1.0,0.9999471363027878,1.0
251,AC013275.2,-0.0306066577400014,0.011547374254994788,-0.019859069440747,0.000851140937067939,-9.73e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
252,AC013436.6,-0.1389007947854983,2.56106411138769e-38,-0.0624251276035381,3.0601727699888835e-28,-0.000411806,0.9999771431101689,1.0,0.9999471363027878,1.0
253,AC013460.1,-0.0427318300234322,0.0002620948073354637,-0.0225808104941133,0.00013499389415446274,-0.000105283,0.9999771431101689,1.0,0.9999471363027878,1.0
254,AC013461.1,0.0665121183581986,3.2123775991255544e-09,0.1180056004326242,9.585743366996015e-99,0.000253219,0.9999771431101689,1.0,0.9999471363027878,1.0
255,AC015849.16,-0.0498365388104187,1.534075058587006e-05,-0.0193842993815543,0.0011475261182162914,-0.000110055,0.9999771431101689,1.0,0.9999471363027878,1.0
256,AC015849.2,-0.0264048532242382,0.03192319274265612,-0.0252223421508678,1.802356623420364e-05,-0.000164396,0.9999771431101689,1.0,0.9999471363027878,1.0
257,AC015936.3,-0.0257920640142955,0.036560755975261164,-0.0120521036882197,0.047346357205378706,-4.73e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
258,AC016629.3,-0.024433952680964,0.048668579805168054,-0.0330694552771842,1.2101072898900032e-08,-0.000123274,0.9999771431101689,1.0,0.9999471363027878,1.0
259,AC016735.2,-0.0537326290936594,2.674149200732736e-06,-0.0227662993555779,0.00011803479717631682,-0.000138693,0.9999771431101689,1.0,0.9999471363027878,1.0
260,AC016738.3,-0.0262001130049333,0.03339029620434591,-0.0134107114370807,0.02673898039359967,1.45e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
261,AC016757.3,-0.027039770600577,0.027632149987002256,-0.0225862460341133,0.00013446904479142577,-0.000157295,0.9999771431101689,1.0,0.9999471363027878,1.0
262,AC016768.1,-0.030690811927679,0.01129663167400087,-0.0159022688689523,0.008194647263150362,-5.84e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
263,AC016907.3,-0.0345678661387307,0.0038704669396275736,-0.02001308807579,0.0007722668455629791,-0.000185139,0.9999771431101689,1.0,0.9999471363027878,1.0
264,AC016909.1,-0.0442169183583137,0.00015047532926683506,-0.0335533080978392,7.219804976776016e-09,-0.000176663,0.9999771431101689,1.0,0.9999471363027878,1.0
265,AC017002.2,-0.0395221898093197,0.0008092601349308159,-0.0513866008587095,1.914984227241691e-19,-0.000190349,0.9999771431101689,1.0,0.9999471363027878,1.0
266,AC017048.2,-0.0442573847401063,0.00014819561388693003,-0.0369426710393716,1.5679671734669177e-10,-0.000264589,0.9999771431101689,1.0,0.9999471363027878,1.0
267,AC017060.1,-0.0285768249728367,0.01918962071956379,-0.0247685300704733,2.5872713529343363e-05,-0.000132395,0.9999771431101689,1.0,0.9999471363027878,1.0
268,AC018359.1,-0.025330898051137,0.040354157528952404,-0.0207202098915447,0.0004869632785896014,-9.63e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
269,AC018462.2,0.0328774948342963,0.006283709236150642,0.0227551544181132,0.0001189976772375017,8.07e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
270,AC018647.3,-0.049644863642415,1.6669335406511005e-05,-0.0356088266507812,7.426406308901463e-10,-0.000192448,0.9999771431101689,1.0,0.9999471363027878,1.0
271,AC018737.3,-0.0354208728230431,0.0030022893371129057,-0.0164957838096049,0.0060164191407153,-8.94e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
272,AC018799.1,-0.0357771813537701,0.002695075580391216,-0.0189361804647739,0.0015096296094708628,-0.000107615,0.9999771431101689,1.0,0.9999471363027878,1.0
273,AC018816.3,-0.030792018660486,0.011000597985651601,-0.0248092367968265,2.5051718747623658e-05,-0.000153963,0.9999771431101689,1.0,0.9999471363027878,1.0
274,AC018878.3,-0.0444273130645604,0.0001388971867273326,-0.0359402977117098,5.067575123323533e-10,-0.00025775,0.9999771431101689,1.0,0.9999471363027878,1.0
275,AC018890.6,-0.0547423197923945,1.6595080399222052e-06,-0.037560674664646,7.49605369517573e-11,-0.000306667,0.9999771431101689,1.0,0.9999471363027878,1.0
276,AC020956.3,-0.0417774824367769,0.0003691676496536645,-0.0205293340837178,0.0005526106414592104,-0.000127442,0.9999771431101689,1.0,0.9999471363027878,1.0
277,AC021188.4,-0.0345458065606612,0.0038959811759165445,-0.0401157967372547,3.096995835179605e-12,-5.64e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
278,AC021218.2,-0.0488639926819306,2.3367650814466102e-05,-0.0207523047665688,0.0004765851518988122,-0.000154916,0.9999771431101689,1.0,0.9999471363027878,1.0
279,AC022007.5,-0.0248263045980073,0.04487022855361979,-0.0231832749767119,8.689582838281335e-05,-0.000100669,0.9999771431101689,1.0,0.9999471363027878,1.0
280,AC023115.2,-0.0448253440161069,0.00011903349762771997,-0.0225803738532091,0.00013503001842121945,-0.000127256,0.9999771431101689,1.0,0.9999471363027878,1.0
281,AC023347.1,-0.0305916804508227,0.011586848050427678,-0.0146782620859605,0.015005076423075374,-0.000102232,0.9999771431101689,1.0,0.9999471363027878,1.0
282,AC023469.2,-0.0273221664027927,0.025890470134463103,-0.0309647229232742,1.0422892456855444e-07,-9.62e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
283,AC023481.1,-0.0676993402826284,1.5899458168212136e-09,-0.0387310707466797,1.7875861751723933e-11,-0.000184606,0.9999771431101689,1.0,0.9999471363027878,1.0
284,AC024132.1,-0.0363410894644131,0.002260949120730533,-0.0345232319405785,2.5099813170981066e-09,-0.000158157,0.9999771431101689,1.0,0.9999471363027878,1.0
285,AC026188.1,-0.026100398644683,0.034104416244517495,-0.0231203888903438,9.101497759814059e-05,-0.00012969,0.9999771431101689,1.0,0.9999471363027878,1.0
286,AC026904.1,-0.0562183387488406,8.117855636485313e-07,-0.0392113958625898,9.788798904524948e-12,-0.000190638,0.9999771431101689,1.0,0.9999471363027878,1.0
287,AC027601.1,-0.0397026180774861,0.000762605847617689,-0.0312367681173281,7.955827095150201e-08,-0.000163153,0.9999771431101689,1.0,0.9999471363027878,1.0
288,AC034110.1,-0.0365828032776222,0.0021011653025796288,-0.0290535118357173,6.531836797191814e-07,-0.000172481,0.9999771431101689,1.0,0.9999471363027878,1.0
